NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
ESPERSON N;09/09/2019;2019;NOVO;183260380;01/04/2028;25351411912;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM. + GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DESOXIMETASONA +  SULFATO DE NEOMICINA;MEDICAMENTO
FRONTAL;09/09/2019;2019;NOVO;102160272;01/03/2025;25351422726;ANSIOLITICOS SIMPLES;46070868003699 - LABORATÓRIOS PFIZER LTDA;VÁLIDO;ALPRAZOLAM;MEDICAMENTO
KYLEENA;09/09/2019;2019;NOVO;170560118;01/09/2029;25351622423;PROGESTAGENOS SIMPLES;18459628000115 - BAYER S.A.;VÁLIDO;LEVONORGESTREL;MEDICAMENTO
MAVENCLAD;09/09/2019;2019;NOVO;100890411;01/09/2029;25351497138;AGENTE IMUNOSUPRESSOR;33069212000184 - MERCK S/A;VÁLIDO;CLADRIBINA;MEDICAMENTO
PIQRAY;09/09/2019;2019;NOVO;100681165;01/09/2024;25351178452;AGENTES ANTINEOPLÁSICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;ALPELISIBE;MEDICAMENTO
PLAQUINOL;09/09/2019;2019;NOVO;183260379;01/01/2026;25351411910;ANTIMALARICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;SULFATO DE HIDROXICLOROQUINA;MEDICAMENTO
Torisel;09/09/2019;2019;NOVO;121100461;01/12/2029;25351421860;ANTINEOPLASICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Vyndaqel;09/09/2019;2019;NOVO;121100462;01/11/2026;25351421864;OUTROS MEDICAMENTOS COM AÇÃO NO SISTEMA NERVOSO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;TAFAMIDIS MEGLUMINA;MEDICAMENTO
CARDURAN;16/09/2019;2019;NOVO;102160276;01/11/2024;25351422809;ANTI-HIPERTENSIVOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CITALOR;16/09/2019;2019;NOVO;102160277;01/05/2022;25351422777;ANTILIPEMICOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Ibrance;16/09/2019;2019;NOVO;121100467;01/02/2028;25351421885;ANTINEOPLASICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;PALBOCICLIBE;MEDICAMENTO
NEURONTIN;16/09/2019;2019;NOVO;102160273;01/11/2024;25351422786;ANTICONVULSIVANTES;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SUTENT;16/09/2019;2019;NOVO;121100466;01/05/2026;25351421905;ANTINEOPLASICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;MALATO DE SUNITINIBE;MEDICAMENTO
XALACOM;16/09/2019;2019;NOVO;102160274;01/02/2027;25351422766;ANTIGLAUCOMATOSOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
XALATAN;16/09/2019;2019;NOVO;102160275;01/03/2022;25351422767;PROSTAGLANDINAS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
XELJANZ;16/09/2019;2019;NOVO;121100465;01/12/2029;25351421879;IMUNOSUPRESSOR;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE TOFACITINIBE;MEDICAMENTO
DETRUSITOL;23/09/2019;2019;NOVO;102160278;01/06/2023;25351422930;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DULCOLAX;23/09/2019;2019;NOVO;183260401;01/07/2026;25351411920;LAXANTES IRRITANTES OU ESTIMULANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;BISACODIL;MEDICAMENTO
Brivlera;30/09/2019;2019;NOVO;123610090;01/09/2029;25351738789;OUTROS ANTIEPILÉTICOS;64711500000114 - UCB BIOPHARMA LTDA.;VÁLIDO;BRIVARACETAM;MEDICAMENTO
Brivlera;30/09/2019;2019;NOVO;123610091;01/09/2029;25351738788;OUTROS ANTIEPILÉTICOS;64711500000114 - UCB BIOPHARMA LTDA.;VÁLIDO;BRIVARACETAM;MEDICAMENTO
Brivlera;30/09/2019;2019;NOVO;123610092;01/09/2029;25351738787;OUTROS ANTIEPILÉTICOS;64711500000114 - UCB BIOPHARMA LTDA.;VÁLIDO;BRIVARACETAM;MEDICAMENTO
Erfandel;30/09/2019;2019;NOVO;112363433;01/09/2029;25351860423;OUTROS AGENTES ANTINEOPLÁSICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;ERDAFITINIBE;MEDICAMENTO
rosuvastatina cálcica;30/09/2019;2019;NOVO;116180272;01/09/2029;25351240711;ANTILIPEMICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;ROSUVASTATINA CÁLCICA;MEDICAMENTO
NITIKABS;07/10/2019;2019;NOVO;175360001;01/10/2024;25351349198;NITISINONA;07453785000105 - PHARMEDIC PHARMACEUTICALS IMPORTAÇÃO, DISTRIBUIÇÃO, COMÉRCIO E ;CADUCO/CANCELADO;;MEDICAMENTO
QTERN;07/10/2019;2019;NOVO;116180273;01/10/2029;25351249396;ANTIDIABETICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;CLORIDRATO DE SAXAGLIPTINA DI-HIDRATADA +  PROPILENOGLICOLATO DE DAPAGLIFLOZINA MONOIDRATADO;MEDICAMENTO
BACTRIM;14/10/2019;2019;NOVO;103900205;01/10/2029;25351372638;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;33349473000158 - FARMOQUÍMICA S/A;VÁLIDO;SULFAMETOXAZOL +  TRIMETOPRIMA;MEDICAMENTO
Cresemba;14/10/2019;2019;NOVO;125760030;01/10/2024;25351248745;ANTIMICOTICO;68949239000146 - UNITED MEDICAL LTDA;VÁLIDO;SULFATO DE ISAVUCONAZÔNIO;MEDICAMENTO
Cresemba;14/10/2019;2019;NOVO;125760031;01/10/2029;25351333564;ANTIMICOTICO;68949239000146 - UNITED MEDICAL LTDA;VÁLIDO;SULFATO DE ISAVUCONAZÔNIO;MEDICAMENTO
Descovy;21/10/2019;2019;NOVO;109290007;01/10/2029;25351674621;ASSOCIAÇÕES DE ANTIVIRÓTICOS PARA O TRATAMENTO DE INFECÇÕES POR HIV;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;VÁLIDO;HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA +  ENTRICITABINA;MEDICAMENTO
Kozenis;29/10/2019;2019;NOVO;101070343;01/10/2029;25351626162;ANTIMALÁRICOS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;SUCCINATO DE TAFENOQUINA;MEDICAMENTO
Tegsedi;29/10/2019;2019;NOVO;157700002;01/10/2024;25351859893;OUTROS MEDICAMENTOS COM AÇÃO NO SISTEMA NERVOSO;25210463000109 - PTC FARMACEUTICA DO BRASIL LTDA.;VÁLIDO;INOTERSENA NONADECASSÓDICA;MEDICAMENTO
Trimbow;29/10/2019;2019;NOVO;100580120;01/10/2029;25351495517;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;61363032000146 - CHIESI FARMACÊUTICA LTDA;VÁLIDO;BROMETO DE GLICOPIRRÔNIO +  DIPROPIONATO DE BECLOMETASONA +  FUMARATO DE FORMOTEROL DI-HIDRATADO;MEDICAMENTO
BEXTRA IM/IV;04/11/2019;2019;NOVO;121100472;01/05/2027;25351422844;ANTINFLAMATORIOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;PARECOXIBE SÓDICO;MEDICAMENTO
RIFOCINA SPRAY;04/11/2019;2019;NOVO;183260406;01/06/2026;25351411616;ANTIBACTERIANO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;RIFAMICINA SV SÓDICA;MEDICAMENTO
TRELEGY;04/11/2019;2019;NOVO;101070344;01/11/2029;25351368621;BRONCODILATADORES;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;BROMETO DE UMECLIDÍNIO +  FUROATO DE FLUTICASONA +  TRIFENATATO DE VILANTEROL;MEDICAMENTO
HYAX;11/11/2019;2019;NOVO;101180625;01/11/2029;25351484676;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;HIALURONIDASE +  VALERATO DE BETAMETASONA;MEDICAMENTO
MEZYAC;11/11/2019;2019;NOVO;101180626;01/11/2029;25351484677;ANTIEMETICOS E ANTINAUSEANTES;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;DICLORIDRATO DE MECLOZINA MONOIDRATADO;MEDICAMENTO
PORTEBRO;11/11/2019;2019;NOVO;125760032;01/11/2029;25351401002;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;68949239000146 - UNITED MEDICAL LTDA;VÁLIDO;MANITOL;MEDICAMENTO
AMITIZA;25/11/2019;2019;NOVO;106390280;01/11/2029;25351434378;OUTROS LAXANTES;60397775000174 - TAKEDA PHARMA LTDA.;VÁLIDO;LUBIPROSTONA;MEDICAMENTO
Alginac;25/11/2019;2019;NOVO;121420663;01/07/2026;25351490544;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS;59476770000158 - PROCTER & GAMBLE DO BRASIL LTDA;VÁLIDO;CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  DICLOFENACO DE SÓDIO +  DICLOFENACO SÓDICO +  NITRATO DE TIAMINA;MEDICAMENTO
BETADINE XR;25/11/2019;2019;NOVO;105730730;01/11/2029;25351216517;VASODILATADORES;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;DICLORIDRATO DE BETAISTINA;MEDICAMENTO
BIKTARVY;25/11/2019;2019;NOVO;109290008;01/11/2029;25351036239;ANTIINFECCIOSOS PARA USO SISTÊMICO + ANTIVIRAIS DE AÇÃO DIRETA + ANTIVIRAIS PARA USO SISTÊMICO + ASSO;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;VÁLIDO;BICTEGRAVIR SÓDICO +  HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA +  ENTRICITABINA;MEDICAMENTO
Dexa-Citoneurin NFF;25/11/2019;2019;NOVO;121420670;01/01/2024;25351490527;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS;59476770000158 - PROCTER & GAMBLE DO BRASIL LTDA;VÁLIDO;CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  FOSFATO DISSÓDICO DE DEXAMETASONA;MEDICAMENTO
GALAFOLD;02/12/2019;2019;NOVO;178730001;01/12/2024;25351306618;VÁRIOS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;24331585000190 - MULTICARE PHARMACEUTICALS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Moriale ODT;02/12/2019;2019;NOVO;102351324;01/12/2029;25351721506;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE MEMANTINA;MEDICAMENTO
EVOBRIG;16/12/2019;2019;NOVO;106390281;01/12/2029;25351802213;OUTROS AGENTES ANTINEOPLÁSICOS;60397775000174 - TAKEDA PHARMA LTDA.;VÁLIDO;BRIGATINIBE;MEDICAMENTO
GENVOYA;16/12/2019;2019;NOVO;109290009;01/12/2029;25351354688;ASSOCIAÇÕES DE ANTIVIRÓTICOS PARA O TRATAMENTO DE INFECÇÕES POR HIV;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;VÁLIDO;HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA +  COBICISTATE +  ELVITEGRAVIR +  ENTRICITABINA;MEDICAMENTO
NUBEQA;23/12/2019;2019;NOVO;170560120;01/12/2024;25351317240;ANTIANDRÓGENOS;18459628000115 - BAYER S.A.;VÁLIDO;DAROLUTAMIDA;MEDICAMENTO
Quenzor;23/12/2019;2019;NOVO;100330208;01/12/2029;25351761233;BETABLOQUEADORES SIMPLES;61230314000175 - LIBBS FARMACÊUTICA LTDA;VÁLIDO;SUCCINATO DE METOPROLOL;MEDICAMENTO
CLORATADD CAPS;30/12/2019;2019;NOVO;102351328;01/12/2024;25351681753;ANTI-HISTAMINICOS SISTEMICOS;57507378000365 - EMS S/A;VÁLIDO;LORATADINA;MEDICAMENTO
PLENANCE EZE;30/12/2019;2019;NOVO;100330210;01/12/2029;25351501025;ANTILIPEMICOS;61230314000175 - LIBBS FARMACÊUTICA LTDA;VÁLIDO;EZETIMIBA +  ROSUVASTATINA CÁLCICA;MEDICAMENTO
Dupla;06/01/2020;2020;NOVO;102980517;01/01/2030;25351668630;ANTIRETROVIRAL;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;LAMIVUDINA +  FUMARATO DE TENOFOVIR DESOPROXILA;MEDICAMENTO
paracetamol + carisoprodol + diclofenaco sódico + cafeína anidra;13/01/2020;2020;NOVO;105730733;01/01/2025;25351592003;ANTINFLAMATORIOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CAFEÍNA ANIDRA +  CARISOPRODOL +  DICLOFENACO SÓDICO +  PARACETAMOL;MEDICAMENTO
Soolantra;20/01/2020;2020;NOVO;129160205;01/01/2030;25351232213;OUTROS PRODUTOS DERMATOLÓGICOS;00317372000146 - GALDERMA BRASIL LTDA;VÁLIDO;IVERMECTINA;MEDICAMENTO
Konduz;27/01/2020;2020;NOVO;102351332;01/01/2030;25351860075;ANTICONVULSIVANTES;57507378000365 - EMS S/A;VÁLIDO;PREGABALINA;MEDICAMENTO
Symdeko;27/01/2020;2020;NOVO;138230003;01/01/2023;25351022290;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;21798065000102 - VERTEX FARMACEUTICA DO BRASIL LTDA.;VÁLIDO;IVACAFTOR +  TEZACAFTOR;MEDICAMENTO
ACTONEL;03/02/2020;2020;NOVO;183260417;01/02/2025;25351627327;SUPRESSORES DA REABSORCAO OSSEA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
APROZIDE;03/02/2020;2020;NOVO;183260418;01/02/2025;25351627330;ANTI-HIPERTENSIVOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;HIDROCLOROTIAZIDA +  IRBESARTANA;MEDICAMENTO
CALCORT;03/02/2020;2020;NOVO;183260416;01/02/2025;25351627006;GLICOCORTICOIDES SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DEFLAZACORTE;MEDICAMENTO
NOOTROPIL;03/02/2020;2020;NOVO;183260420;01/02/2025;25351627511;NEUROPSICOESTIMULANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;PIRACETAM;MEDICAMENTO
OROXADIN;03/02/2020;2020;NOVO;183260419;01/02/2025;25351627496;ANTILIPEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CIPROFIBRATO;MEDICAMENTO
RINVOQ;03/02/2020;2020;NOVO;198600017;01/02/2030;25351057673;IMUNOSSUPRESSORES SELETIVOS;15800545000150 - ABBVIE FARMACÊUTICA LTDA.;VÁLIDO;UPADACITINIBE HEMI-HIDRATADO;MEDICAMENTO
Nuit flash;10/02/2020;2020;NOVO;109740290;01/02/2030;25351367683;HIPNOTICOS;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;HEMITARTARATO DE ZOLPIDEM;MEDICAMENTO
ARAVA;17/02/2020;2020;NOVO;183260442;01/01/2029;25351627551;ANTINFLAMATORIOS ANTIREUMATICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;LEFLUNOMIDA;MEDICAMENTO
ATLANSIL;17/02/2020;2020;NOVO;183260423;01/08/2028;25351627031;ANTIARRITMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE AMIODARONA;MEDICAMENTO
Benoflex P;17/02/2020;2020;NOVO;183260424;01/09/2030;25351627015;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CAFEÍNA ANIDRA +  CITRATO DE ORFENADRINA +  PARACETAMOL;MEDICAMENTO
CLORANA;17/02/2020;2020;NOVO;183260436;01/03/2029;25351627525;DIURETICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;HIDROCLOROTIAZIDA;MEDICAMENTO
DAONIL;17/02/2020;2020;NOVO;183260433;01/01/2025;25351627203;ANTIDIABETICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;GLIBENCLAMIDA;MEDICAMENTO
DERMATOP;17/02/2020;2020;NOVO;183260441;01/09/2027;25351627561;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;PREDNICARBATO;MEDICAMENTO
DOLANTINA;17/02/2020;2020;NOVO;183260425;01/04/2028;25351627045;ANALGESICOS NARCOTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ELOXATIN;17/02/2020;2020;NOVO;183260426;01/11/2028;25351627060;CITOSTATICOS ALQUILANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;OXALIPLATINA;MEDICAMENTO
EQUILID;17/02/2020;2020;NOVO;183260427;01/10/2026;25351627096;NEUROLEPTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;SULPIRIDA;MEDICAMENTO
GUTTALAX;17/02/2020;2020;NOVO;183260429;01/09/2026;25351627136;LAXANTES IRRITANTES OU ESTIMULANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;PICOSSULFATO DE SÓDIO MONOIDRATADO;MEDICAMENTO
IMOVANE;17/02/2020;2020;NOVO;183260428;01/10/2028;25351627110;HIPNOTICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;ZOPICLONA;MEDICAMENTO
LASILACTONA;17/02/2020;2020;NOVO;183260444;01/03/2025;25351627582;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
LOPROX;17/02/2020;2020;NOVO;183260432;01/06/2028;25351627200;ANTIMICOTICOS PARA USO TOPICO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
LYXUMIA;17/02/2020;2020;NOVO;183260431;01/09/2028;25351627183;ANTIDIABETICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
RENAGEL;17/02/2020;2020;NOVO;183260445;01/06/2027;25351627594;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE SEVELÂMER;MEDICAMENTO
SECNIDAL;17/02/2020;2020;NOVO;183260440;01/11/2029;25351627550;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;SECNIDAZOL;MEDICAMENTO
TAXOTERE;17/02/2020;2020;NOVO;183260439;01/09/2025;25351627549;ANTINEOPLASICO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;DOCETAXEL;MEDICAMENTO
VALPAKINE;17/02/2020;2020;NOVO;183260438;01/12/2029;25351627546;ANTICONVULSIVANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
Vastarel caps LP;17/02/2020;2020;NOVO;112780079;01/02/2030;25351000058;ANTIANGINOSOS E VASODILATADORES;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;VÁLIDO;DICLORIDRATO DE TRIMETAZIDINA;MEDICAMENTO
XATRAL OD;17/02/2020;2020;NOVO;183260437;01/01/2029;25351627528;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE ALFUZOSINA;MEDICAMENTO
Onpattro;26/02/2020;2020;NOVO;193610001;01/02/2023;25351586390;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;31731807000128 - SPECIALTY PHARMA GOIAS LTDA;VÁLIDO;PATISIRANA SÓDICA;MEDICAMENTO
ADVANTAN;02/03/2020;2020;NOVO;185690010;01/04/2028;25351711143;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;11424477000110 - LEO PHARMA LTDA;VÁLIDO;ACEPONATO DE METILPREDNISOLONA;MEDICAMENTO
ICACORT;02/03/2020;2020;NOVO;185690009;01/11/2029;25351711099;ANTIMICOTICOS PARA USO TOPICO;11424477000110 - LEO PHARMA LTDA;VÁLIDO;NITRATO DE ISOCONAZOL +  VALERATO DE DIFLUCORTOLONA;MEDICAMENTO
ICADEN;02/03/2020;2020;NOVO;185690008;01/09/2025;25351711104;ANTIMICOTICOS PARA USO TOPICO;11424477000110 - LEO PHARMA LTDA;VÁLIDO;ISOCONAZOL +  NITRATO DE ISOCONAZOL;MEDICAMENTO
Insit®;02/03/2020;2020;NOVO;101180629;01/03/2030;25351853515;ANTICONVULSIVANTES;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;PREGABALINA;MEDICAMENTO
NASACORT;02/03/2020;2020;NOVO;183260446;01/09/2025;25351627521;GLICOCORTICOIDES SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;ACETONIDA DE TRIANCINOLONA;MEDICAMENTO
AZELAN;09/03/2020;2020;NOVO;185690012;01/08/2027;25351711131;PRODUTOS ANTI-ACNE;11424477000110 - LEO PHARMA LTDA;VÁLIDO;ÁCIDO AZELAICO;MEDICAMENTO
BERLISON;09/03/2020;2020;NOVO;185690011;01/08/2029;25351711151;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;11424477000110 - LEO PHARMA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BI-NERISONA;09/03/2020;2020;NOVO;185690013;01/02/2028;25351711132;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;11424477000110 - LEO PHARMA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Loxonin Flex;09/03/2020;2020;NOVO;104540188;01/03/2030;25351558038;ANTINFLAMATORIOS;60874187000184 - DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;VÁLIDO;LOXOPROFENO SÓDICO;MEDICAMENTO
ULTRAPROCT LDO;09/03/2020;2020;NOVO;185690014;01/02/2025;25351711137;ANTI-HEMORROIDARIOS TOPICOS;11424477000110 - LEO PHARMA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
INZELM;16/03/2020;2020;NOVO;106390282;01/03/2030;25351182437;MEDICAMENTOS PARA ÚLCERA PÉPTICA E DOENÇAS DE REFLUXO GASTRESOFÁGICO;60397775000174 - TAKEDA PHARMA LTDA.;VÁLIDO;FUMARATO DE VONOPRAZANA;MEDICAMENTO
ALEKTOS PED;23/03/2020;2020;NOVO;106390283;01/03/2030;25351579065;ANTI-HISTAMINICOS SISTEMICOS;60397775000174 - TAKEDA PHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
APROVEL;23/03/2020;2020;NOVO;183260450;01/02/2028;25351627315;ANTI-HIPERTENSIVOS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;IRBESARTANA;MEDICAMENTO
FRANOL;23/03/2020;2020;NOVO;183260449;01/04/2028;25351627113;ANTIASMATICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;SULFATO DE EFEDRINA +  TEOFILINA;MEDICAMENTO
TIRISQUIN/TIRISQUIN MR;23/03/2020;2020;NOVO;112780081;01/03/2030;25351481430;ANTIANGINOSOS E VASODILATADORES;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Xospata®;23/03/2020;2020;NOVO;177170010;01/03/2030;25351459303;AGENTES ANTINEOPLÁSICOS;07768134000104 - ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS;VÁLIDO;HEMIFUMARATO DE GILTERITINIBE;MEDICAMENTO
Keppra XR;30/03/2020;2020;NOVO;123610093;01/03/2030;25351195341;ANTICONVULSIVANTES;64711500000114 - UCB BIOPHARMA LTDA.;VÁLIDO;LEVETIRACETAM;MEDICAMENTO
LEG ODT;06/04/2020;2020;NOVO;100431302;01/04/2030;25351635374;ANTI-HISTAMÍNICOS PARA USO SISTÊMICO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;DESLORATADINA;MEDICAMENTO
Lorbrena;06/04/2020;2020;NOVO;121100476;01/04/2023;25351562611;AGENTES ANTINEOPLÁSICOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;LORLATINIBE;MEDICAMENTO
Palexis® LP;06/04/2020;2020;NOVO;186100015;01/04/2030;25351743633;ANALGÉSICOS;10555143000113 - GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE TAPENTADOL;MEDICAMENTO
Rexulti;06/04/2020;2020;NOVO;104750053;01/04/2030;25351003042;OUTROS ANTIPSICÓTICOS;04522600000170 - LUNDBECK BRASIL LTDA;VÁLIDO;BREXPIPRAZOL;MEDICAMENTO
AMENIFLAC;13/04/2020;2020;NOVO;100850148;01/04/2030;25351699994;ANALGESICOS;31673254000102 - LABORATÓRIOS B. BRAUN S/A;VÁLIDO;PARACETAMOL;MEDICAMENTO
Halexminophen;13/04/2020;2020;NOVO;103110178;01/04/2030;25351559063;ANALGESICOS NAO NARCOTICOS;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;VÁLIDO;PARACETAMOL;MEDICAMENTO
